GEOID1,GEOID2,FULL1_NAME,FULL2_NAME,variable,estimate,moe,centroid1,centroid2,GISJOIN.x,YEAR.x,NAME_E.x,median_cost.x,YEAR.y,CBSAA.y,NAME_E.y,median_cost.y,housing_chg,GISJOIN.y,CBSA,chg_white_2010_2020,chg_black_2010_2020,chg_aiak_2010_2020,chg_asian_2010_2020,chg_nhpi_2010_2020,chg_other_2010_2020,chg_twoplus_2010_2020
42660,39820,"Seattle-Tacoma-Bellevue, WA Metro Area","Redding, CA Metro Area",MOVEDOUT,138,102,"c(-121.881387433741, 47.5574033466574)","c(-122.040521550274, 40.7637665910163)",G39820,2011-2015,"Redding, CA Metro Area",216600,2016-2020,39820,"Redding, CA Metro Area",261000,44400,G39820,"Redding, CA Metro Area",-10827,364,-39,1587,100,2022,11725
42660,39900,"Seattle-Tacoma-Bellevue, WA Metro Area","Reno, NV Metro Area",MOVEDOUT,318,169,"c(-121.881387433741, 47.5574033466574)","c(-119.659150370246, 40.6189976104749)",G39900,2011-2015,"Reno, NV Metro Area",212600,2016-2020,39900,"Reno, NV Metro Area",359500,146900,G39900,"Reno-Sparks, NV Metro Area",-12567,2465,1786,7010,921,18002,47562
42660,40060,"Seattle-Tacoma-Bellevue, WA Metro Area","Richmond, VA Metro Area",MOVEDOUT,296,227,"c(-121.881387433741, 47.5574033466574)","c(-77.5235048694727, 37.524262759528)",G40060,2011-2015,"Richmond, VA Metro Area",213000,2016-2020,40060,"Richmond, VA Metro Area",247500,34500,G40060,"Richmond, VA Metro Area",17295.31999999995,5254.190000000002,1075.33,18417.89,110.00999999999999,31064.9,61166.630000000005
42660,40140,"Seattle-Tacoma-Bellevue, WA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",MOVEDOUT,1969,620,"c(-121.881387433741, 47.5574033466574)","c(-116.129731688999, 34.5516824058412)",G40140,2011-2015,"Riverside-San Bernardino-Ontario, CA Metro Area",245900,2016-2020,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",360100,114200,G40140,"Riverside-San Bernardino-Ontario, CA Metro Area",-709985.8899999999,18631.530000000028,39072.56,94458.97999999998,1833,370487.07000000007,560501.31
42660,40220,"Seattle-Tacoma-Bellevue, WA Metro Area","Roanoke, VA Metro Area",MOVEDOUT,104,82,"c(-121.881387433741, 47.5574033466574)","c(-79.9469127056889, 37.2861509651136)",G40220,2011-2015,"Roanoke, VA Metro Area",169000,2016-2020,40220,"Roanoke, VA Metro Area",183800,14800,G40220,"Roanoke, VA Metro Area",-12572.98000000001,432,205.02999999999997,2027.2399999999998,16,4096.03,12357.43
42660,40340,"Seattle-Tacoma-Bellevue, WA Metro Area","Rochester, MN Metro Area",MOVEDOUT,14,13,"c(-121.881387433741, 47.5574033466574)","c(-92.4671761841844, 44.102842210396)",G40340,2011-2015,"Rochester, MN Metro Area",168100,2016-2020,40340,"Rochester, MN Metro Area",218500,50400,G40340,"Rochester, MN Metro Area",2043.359999999986,4359,288,2492,20,1860,8026.98
42660,40380,"Seattle-Tacoma-Bellevue, WA Metro Area","Rochester, NY Metro Area",MOVEDOUT,113,71,"c(-121.881387433741, 47.5574033466574)","c(-77.5539366003257, 43.1885123398662)",G40380,2011-2015,"Rochester, NY Metro Area",133500,2016-2020,40380,"Rochester, NY Metro Area",148000,14500,G40380,"Rochester, NY Metro Area",-64080.93000000005,4634.009999999995,-114,8467.010000000002,26,14270,47839.240000000005
42660,40580,"Seattle-Tacoma-Bellevue, WA Metro Area","Rocky Mount, NC Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-77.7985458146465, 35.941039013153)",G40580,2011-2015,"Rocky Mount, NC Metro Area",100300,2016-2020,40580,"Rocky Mount, NC Metro Area",115400,15100,G40580,"Rocky Mount, NC Metro Area",-10448.190000000002,-3698.790000000001,107.05999999999995,168,20,1539,3786.5699999999997
42660,40900,"Seattle-Tacoma-Bellevue, WA Metro Area","Sacramento-Roseville-Folsom, CA Metro Area",MOVEDOUT,973,301,"c(-121.881387433741, 47.5574033466574)","c(-120.997634954575, 38.7805003828515)",G40900,2011-2015,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",286500,2016-2020,40900,"Sacramento-Roseville-Folsom, CA Metro Area",412400,125900,G40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",-131567.67999999993,8959.859999999986,5876,100830.15999999997,5683,69103.47,189369.34000000003
42660,40980,"Seattle-Tacoma-Bellevue, WA Metro Area","Saginaw, MI Metro Area",MOVEDOUT,5,6,"c(-121.881387433741, 47.5574033466574)","c(-84.0531870421123, 43.3350287386299)",G40980,2011-2015,"Saginaw, MI Metro Area",92900,2016-2020,40980,"Saginaw, MI Metro Area",106200,13300,G40980,"Saginaw-Saginaw Township North, MI Metro Area",-15357,-3499,-59,312,20,822,7716
42660,41060,"Seattle-Tacoma-Bellevue, WA Metro Area","St. Cloud, MN Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-94.4720310624361, 45.5858913091111)",G41060,2011-2015,"St. Cloud, MN Metro Area",164000,2016-2020,41060,"St. Cloud, MN Metro Area",192100,28100,G41060,"St. Cloud, MN Metro Area",-7607.1600000000035,9930,228,247,13,2019,5748
42660,41100,"Seattle-Tacoma-Bellevue, WA Metro Area","St. George, UT Metro Area",MOVEDOUT,270,208,"c(-121.881387433741, 47.5574033466574)","c(-113.504943825592, 37.280360795179)",G41100,2011-2015,"St. George, UT Metro Area",212600,2016-2020,41100,"St. George, UT Metro Area",306900,94300,G41100,"St. George, UT Metro Area",27863,198,320,884,591,2697,9611
42660,41140,"Seattle-Tacoma-Bellevue, WA Metro Area","St. Joseph, MO-KS Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-94.7838849655521, 39.8341761620709)",G41140,2011-2015,"St. Joseph, MO-KS Metro Area",111500,2016-2020,41140,"St. Joseph, MO-KS Metro Area",126500,15000,G41140,"St. Joseph, MO-KS Metro Area",-11473.990000000005,-917,33,382,261,473,5380
42660,41180,"Seattle-Tacoma-Bellevue, WA Metro Area","St. Louis, MO-IL Metro Area",MOVEDOUT,425,150,"c(-121.881387433741, 47.5574033466574)","c(-90.3951307877679, 38.6692147967224)",G41180,2011-2015,"St. Louis, MO-IL Metro Area",157100,2016-2020,41180,"St. Louis, MO-IL Metro Area",179200,22100,G41180,"St. Louis, MO-IL Metro Area",-124369.04000000004,-9074,1005,22170,37,20620,120482
42660,41420,"Seattle-Tacoma-Bellevue, WA Metro Area","Salem, OR Metro Area",MOVEDOUT,574,231,"c(-121.881387433741, 47.5574033466574)","c(-122.903065358206, 44.9033001383737)",G41420,2011-2015,"Salem, OR Metro Area",191100,2016-2020,41420,"Salem, OR Metro Area",274600,83500,G41420,"Salem, OR Metro Area",-9868.969999999972,1101,2184.3500000000004,1845.0100000000002,1643.0100000000002,8923.449999999997,36800.4
42660,41500,"Seattle-Tacoma-Bellevue, WA Metro Area","Salinas, CA Metro Area",MOVEDOUT,243,118,"c(-121.881387433741, 47.5574033466574)","c(-121.308901559839, 36.2397743981979)",G41500,2011-2015,"Salinas, CA Metro Area",369100,2016-2020,41500,"Salinas, CA Metro Area",559400,190300,G41500,"Salinas, CA Metro Area",-71838,-2842,7317,1422,61,32756,57102
42660,41540,"Seattle-Tacoma-Bellevue, WA Metro Area","Salisbury, MD-DE Metro Area",MOVEDOUT,1,2,"c(-121.881387433741, 47.5574033466574)","c(-75.765358135184, 38.1949315512667)",G41540,2011-2015,"Salisbury, MD-DE Metro Area",210900,2016-2020,41540,"Salisbury, MD-DE Metro Area",243900,33000,G41540,"Salisbury, MD Metro Area",-7453,2430,232,751,-11,2198,4858
42660,41620,"Seattle-Tacoma-Bellevue, WA Metro Area","Salt Lake City, UT Metro Area",MOVEDOUT,1887,860,"c(-121.881387433741, 47.5574033466574)","c(-112.620837658359, 40.545989916448)",G41620,2011-2015,"Salt Lake City, UT Metro Area",231000,2016-2020,41620,"Salt Lake City, UT Metro Area",329200,98200,G41620,"Salt Lake City, UT Metro Area",23261.81999999995,7147.950000000001,4205.889999999999,17481.61,6398.93,26524.039999999994,91205.44
42660,41660,"Seattle-Tacoma-Bellevue, WA Metro Area","San Angelo, TX Metro Area",MOVEDOUT,42,55,"c(-121.881387433741, 47.5574033466574)","c(-100.673038956832, 31.3636636294813)",G41660,2011-2015,"San Angelo, TX Metro Area",108600,2016-2020,41660,"San Angelo, TX Metro Area",148600,40000,G41660,"San Angelo, TX Metro Area",-11785,95,182,680,76,2108,18337
42660,41700,"Seattle-Tacoma-Bellevue, WA Metro Area","San Antonio-New Braunfels, TX Metro Area",MOVEDOUT,1085,329,"c(-121.881387433741, 47.5574033466574)","c(-98.6022590795075, 29.4287617920901)",G41700,2011-2015,"San Antonio-New Braunfels, TX Metro Area",138400,2016-2020,41700,"San Antonio-New Braunfels, TX Metro Area",183000,44600,G41700,"San Antonio-New Braunfels, TX Metro Area",-330123,39548,10214,29797,1601,109525,555073
42660,41740,"Seattle-Tacoma-Bellevue, WA Metro Area","San Diego-Chula Vista-Carlsbad, CA Metro Area",MOVEDOUT,3080,900,"c(-121.881387433741, 47.5574033466574)","c(-116.770205431494, 33.0282023208097)",G41740,2011-2015,"San Diego-Carlsbad, CA Metro Area",429600,2016-2020,41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",595600,166000,G41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",-348313,-2400,14628,74661,-51,101529,363267
42660,41860,"Seattle-Tacoma-Bellevue, WA Metro Area","San Francisco-Oakland-Berkeley, CA Metro Area",MOVEDOUT,3853,645,"c(-121.881387433741, 47.5574033466574)","c(-122.251769455462, 37.7752798462342)",G41860,2011-2015,"San Francisco-Oakland-Hayward, CA Metro Area",617000,2016-2020,41860,"San Francisco-Oakland-Berkeley, CA Metro Area",888500,271500,G41860,"San Francisco-Oakland-Fremont, CA Metro Area",-373039.78,-28770.099999999977,24211,300434.9199999999,1811.8899999999994,174271.66000000003,314691.82999999996
42660,41940,"Seattle-Tacoma-Bellevue, WA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",MOVEDOUT,2129,474,"c(-121.881387433741, 47.5574033466574)","c(-121.376926677813, 36.9103091198969)",G41940,2011-2015,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",688500,2016-2020,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1041800,353300,G41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",-221949.18000000005,-1310.9000000000015,9934,189490.11,-73.89000000000033,56484.34999999998,130988.28
42660,42020,"Seattle-Tacoma-Bellevue, WA Metro Area","San Luis Obispo-Paso Robles, CA Metro Area",MOVEDOUT,327,113,"c(-121.881387433741, 47.5574033466574)","c(-120.452196914329, 35.3874155294427)",G42020,2011-2015,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",445700,2016-2020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",605200,159500,G42020,"San Luis Obispo-Paso Robles, CA Metro Area",-24418,-940,623,1895,24,7658,27945
42660,42100,"Seattle-Tacoma-Bellevue, WA Metro Area","Santa Cruz-Watsonville, CA Metro Area",MOVEDOUT,245,140,"c(-121.881387433741, 47.5574033466574)","c(-122.009785397467, 37.0216059477939)",G42100,2011-2015,"Santa Cruz-Watsonville, CA Metro Area",578800,2016-2020,42100,"Santa Cruz-Watsonville, CA Metro Area",787000,208200,G42100,"Santa Cruz-Watsonville, CA Metro Area",-29643,384,1354,1441,35,8518,26390
42660,42140,"Seattle-Tacoma-Bellevue, WA Metro Area","Santa Fe, NM Metro Area",MOVEDOUT,110,74,"c(-121.881387433741, 47.5574033466574)","c(-105.976120893535, 35.5068563913685)",G42140,2011-2015,"Santa Fe, NM Metro Area",275200,2016-2020,42140,"Santa Fe, NM Metro Area",294800,19600,G42140,"Santa Fe, NM Metro Area",-20888.100000000006,173,1071.9899999999998,695,20,614.0400000000009,28956.17
42660,42220,"Seattle-Tacoma-Bellevue, WA Metro Area","Santa Rosa-Petaluma, CA Metro Area",MOVEDOUT,206,115,"c(-121.881387433741, 47.5574033466574)","c(-122.922544032194, 38.5252932350857)",G42220,2011-2015,"Santa Rosa, CA Metro Area",436400,2016-2020,42220,"Santa Rosa-Petaluma, CA Metro Area",640000,203600,G42220,"Santa Rosa-Petaluma, CA Metro Area",-64727.96999999997,5,2366,4504,282,18037.009999999995,44519
42660,42340,"Seattle-Tacoma-Bellevue, WA Metro Area","Savannah, GA Metro Area",MOVEDOUT,162,110,"c(-121.881387433741, 47.5574033466574)","c(-81.2704697337363, 32.1067031763369)",G42340,2011-2015,"Savannah, GA Metro Area",168800,2016-2020,42340,"Savannah, GA Metro Area",200000,31200,G42340,"Savannah, GA Metro Area",17794,6918,523,5226,244,7399,19083
42660,42540,"Seattle-Tacoma-Bellevue, WA Metro Area","Scranton--Wilkes-Barre, PA Metro Area",MOVEDOUT,11,18,"c(-121.881387433741, 47.5574033466574)","c(-75.8957330451142, 41.3231844163292)",G42540,2011-2015,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",133000,2016-2020,42540,"Scranton--Wilkes-Barre, PA Metro Area",142500,9500,G42540,"Scranton--Wilkes-Barre, PA Metro Area",-55341,8411,560,4141,35,18644,27478
42660,42680,"Seattle-Tacoma-Bellevue, WA Metro Area","Sebastian-Vero Beach, FL Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-80.5740896737382, 27.6963908996207)",G42680,2011-2015,"Sebastian-Vero Beach, FL Metro Area",157800,2016-2020,42680,"Sebastian-Vero Beach, FL Metro Area",220700,62900,G42680,"Sebastian-Vero Beach, FL Metro Area",6195,970,123,724,17,1914,11817
42660,42700,"Seattle-Tacoma-Bellevue, WA Metro Area","Sebring-Avon Park, FL Metro Area",MOVEDOUT,4,8,"c(-121.881387433741, 47.5574033466574)","c(-81.3409711398366, 27.343403231346)",G42700,2011-2015,"Sebring, FL Metro Area",85200,2016-2020,42700,"Sebring-Avon Park, FL Metro Area",120500,35300,G42700,"Sebring, FL Micro Area",-8426.589999999997,628,32,205,13,1237.9899999999998,8755.77
42660,43100,"Seattle-Tacoma-Bellevue, WA Metro Area","Sheboygan, WI Metro Area",MOVEDOUT,64,62,"c(-121.881387433741, 47.5574033466574)","c(-87.6347722047238, 43.7197084499868)",G43100,2011-2015,"Sheboygan, WI Metro Area",148200,2016-2020,43100,"Sheboygan, WI Metro Area",165400,17200,G43100,"Sheboygan, WI Metro Area",-5657,855,96,1603,-14,1103,4541
42660,43300,"Seattle-Tacoma-Bellevue, WA Metro Area","Sherman-Denison, TX Metro Area",MOVEDOUT,84,134,"c(-121.881387433741, 47.5574033466574)","c(-96.6777211671825, 33.6268129472417)",G43300,2011-2015,"Sherman-Denison, TX Metro Area",107000,2016-2020,43300,"Sherman-Denison, TX Metro Area",152400,45400,G43300,"Sherman-Denison, TX Metro Area",-1519,582,552,944,42,3174,10891
42660,43340,"Seattle-Tacoma-Bellevue, WA Metro Area","Shreveport-Bossier City, LA Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-93.7451055390712, 32.4387851131497)",G43340,2011-2015,"Shreveport-Bossier City, LA Metro Area",127600,2016-2020,43340,"Shreveport-Bossier City, LA Metro Area",156900,29300,G43340,"Shreveport-Bossier City, LA Metro Area",-25035.809999999998,-155.95000000001164,222,1049.0100000000002,-55,4063,14714
42660,43420,"Seattle-Tacoma-Bellevue, WA Metro Area","Sierra Vista-Douglas, AZ Metro Area",MOVEDOUT,135,99,"c(-121.881387433741, 47.5574033466574)","c(-109.75114066712, 31.8795651908287)",G43420,2011-2015,"Sierra Vista-Douglas, AZ Metro Area",143900,2016-2020,43420,"Sierra Vista-Douglas, AZ Metro Area",150100,6200,G43420,"Sierra Vista-Douglas, AZ Micro Area",-21353.910000000003,-684,-79,187,70,-311,16268
42660,43620,"Seattle-Tacoma-Bellevue, WA Metro Area","Sioux Falls, SD Metro Area",MOVEDOUT,144,181,"c(-121.881387433741, 47.5574033466574)","c(-96.9900742494589, 43.4997167320104)",G43620,2011-2015,"Sioux Falls, SD Metro Area",160300,2016-2020,43620,"Sioux Falls, SD Metro Area",208400,48100,G43620,"Sioux Falls, SD Metro Area",24844,5950,1443,2641,-58,3150,10499
42660,43780,"Seattle-Tacoma-Bellevue, WA Metro Area","South Bend-Mishawaka, IN-MI Metro Area",MOVEDOUT,157,107,"c(-121.881387433741, 47.5574033466574)","c(-86.134146787969, 41.7736298070234)",G43780,2011-2015,"South Bend-Mishawaka, IN-MI Metro Area",116100,2016-2020,43780,"South Bend-Mishawaka, IN-MI Metro Area",138200,22100,G43780,"South Bend-Mishawaka, IN-MI Metro Area",-17652.72,1665,363,1587,-30,3487,15858
42660,43900,"Seattle-Tacoma-Bellevue, WA Metro Area","Spartanburg, SC Metro Area",MOVEDOUT,32,45,"c(-121.881387433741, 47.5574033466574)","c(-81.9906784997642, 34.9312615352758)",G43900,2011-2015,"Spartanburg, SC Metro Area",118200,2016-2020,43900,"Spartanburg, SC Metro Area",153000,34800,G43900,"Spartanburg, SC Metro Area",13694.399999999994,5646.82,610.8599999999999,2550.7000000000007,110.99000000000001,6215.5,14778.34
42660,44060,"Seattle-Tacoma-Bellevue, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",MOVEDOUT,7954,1063,"c(-121.881387433741, 47.5574033466574)","c(-117.40400828553, 47.6206394354159)",G44060,2011-2015,"Spokane-Spokane Valley, WA Metro Area",182200,2016-2020,44060,"Spokane-Spokane Valley, WA Metro Area",243000,60800,G44060,"Spokane, WA Metro Area",22678.390000000014,2923,796.54,2696.9300000000003,2401.1000000000004,6118.98,30505.059999999998
42660,44140,"Seattle-Tacoma-Bellevue, WA Metro Area","Springfield, MA Metro Area",MOVEDOUT,110,85,"c(-121.881387433741, 47.5574033466574)","c(-72.6256423417875, 42.364870301685)",G44140,2011-2015,"Springfield, MA Metro Area",214100,2016-2020,44140,"Springfield, MA Metro Area",236200,22100,G44140,"Springfield, MA Metro Area",-67151.56,972.0500000000029,546.0100000000002,7140.07,56,18684.010000000002,45975.1
42660,44180,"Seattle-Tacoma-Bellevue, WA Metro Area","Springfield, MO Metro Area",MOVEDOUT,179,151,"c(-121.881387433741, 47.5574033466574)","c(-93.1770742503874, 37.3616702324421)",G44180,2011-2015,"Springfield, MO Metro Area",129500,2016-2020,44180,"Springfield, MO Metro Area",156400,26900,G44180,"Springfield, MO Metro Area",5764.479999999981,2408,334,2047,129,3286.1000000000004,24752.14
42660,44220,"Seattle-Tacoma-Bellevue, WA Metro Area","Springfield, OH Metro Area",MOVEDOUT,64,73,"c(-121.881387433741, 47.5574033466574)","c(-83.7838965195154, 39.9167775492559)",G44220,2011-2015,"Springfield, OH Metro Area",103600,2016-2020,44220,"Springfield, OH Metro Area",120500,16900,G44220,"Springfield, OH Metro Area",-8352,72,68,44,42,639,5155
42660,44300,"Seattle-Tacoma-Bellevue, WA Metro Area","State College, PA Metro Area",MOVEDOUT,26,33,"c(-121.881387433741, 47.5574033466574)","c(-77.8199512151975, 40.9193416134865)",G44300,2011-2015,"State College, PA Metro Area",197200,2016-2020,44300,"State College, PA Metro Area",242700,45500,G44300,"State College, PA Metro Area",-6413,838,11,3418,-3,931,5400
42660,44420,"Seattle-Tacoma-Bellevue, WA Metro Area","Staunton, VA Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-79.1288699720357, 38.1629476936565)",G44420,2011-2015,"Staunton-Waynesboro, VA Metro Area",183400,2016-2020,44420,"Staunton, VA Metro Area",203300,19900,G44420,"Staunton-Waynesboro, VA Micro Area",-84.38000000000466,679.0799999999999,46,343.04999999999995,42,1197.02,4709.03
42660,44700,"Seattle-Tacoma-Bellevue, WA Metro Area","Stockton, CA Metro Area",MOVEDOUT,216,110,"c(-121.881387433741, 47.5574033466574)","c(-121.271436561561, 37.9349078148139)",G44700,2011-2015,"Stockton-Lodi, CA Metro Area",223000,2016-2020,44700,"Stockton, CA Metro Area",367900,144900,G44700,"Stockton, CA Metro Area",-81949.60999999999,8607.120000000003,4911,40850.81,1809,50687.20000000001,69010.34
42660,44940,"Seattle-Tacoma-Bellevue, WA Metro Area","Sumter, SC Metro Area",MOVEDOUT,3,11,"c(-121.881387433741, 47.5574033466574)","c(-80.382315926301, 33.9161721882083)",G44940,2011-2015,"Sumter, SC Metro Area",107100,2016-2020,44940,"Sumter, SC Metro Area",116000,8900,G44940,"Sumter, SC Metro Area",-4419,-1538,39,244,-9,384,3399
42660,45060,"Seattle-Tacoma-Bellevue, WA Metro Area","Syracuse, NY Metro Area",MOVEDOUT,63,58,"c(-121.881387433741, 47.5574033466574)","c(-76.076956583913, 43.2009703771968)",G45060,2011-2015,"Syracuse, NY Metro Area",126700,2016-2020,45060,"Syracuse, NY Metro Area",140900,14200,G45060,"Syracuse, NY Metro Area",-44256.48999999999,6109,-524.0100000000002,6025,-1,5034,27094
42660,45220,"Seattle-Tacoma-Bellevue, WA Metro Area","Tallahassee, FL Metro Area",MOVEDOUT,19,21,"c(-121.881387433741, 47.5574033466574)","c(-84.2814111013535, 30.3867853359359)",G45220,2011-2015,"Tallahassee, FL Metro Area",164700,2016-2020,45220,"Tallahassee, FL Metro Area",187400,22700,G45220,"Tallahassee, FL Metro Area",-9880,1848,106,2466,28,3363,18954
42660,45300,"Seattle-Tacoma-Bellevue, WA Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",MOVEDOUT,347,124,"c(-121.881387433741, 47.5574033466574)","c(-82.4640394122788, 28.1255388254789)",G45300,2011-2015,"Tampa-St. Petersburg-Clearwater, FL Metro Area",144600,2016-2020,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",210900,66300,G45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",-147445,46521,3891,43812,420,101838,342995
42660,45460,"Seattle-Tacoma-Bellevue, WA Metro Area","Terre Haute, IN Metro Area",MOVEDOUT,5,9,"c(-121.881387433741, 47.5574033466574)","c(-87.3439938734434, 39.3919113353936)",G45460,2011-2015,"Terre Haute, IN Metro Area",88200,2016-2020,45460,"Terre Haute, IN Metro Area",99700,11500,G45460,"Terre Haute, IN Metro Area",-9408,-279,-19,279,3,1063,4811
42660,45500,"Seattle-Tacoma-Bellevue, WA Metro Area","Texarkana, TX-AR Metro Area",MOVEDOUT,6,9,"c(-121.881387433741, 47.5574033466574)","c(-94.2062418582728, 33.3912185209034)",G45500,2011-2015,"Texarkana, TX-AR Metro Area",96400,2016-2020,45500,"Texarkana, TX-AR Metro Area",114100,17700,G45500,"Texarkana, TX-Texarkana, AR Metro Area",-9255.770000000004,1185.260000000002,48,367.06999999999994,20,1524.2700000000004,5578.9400000000005
42660,45780,"Seattle-Tacoma-Bellevue, WA Metro Area","Toledo, OH Metro Area",MOVEDOUT,58,73,"c(-121.881387433741, 47.5574033466574)","c(-83.5148951090046, 41.5547184843156)",G45780,2011-2015,"Toledo, OH Metro Area",114700,2016-2020,45780,"Toledo, OH Metro Area",134900,20200,G45780,"Toledo, OH Metro Area",-37981,1423,143,1270,1,2293,28026
42660,45940,"Seattle-Tacoma-Bellevue, WA Metro Area","Trenton-Princeton, NJ Metro Area",MOVEDOUT,25,30,"c(-121.881387433741, 47.5574033466574)","c(-74.7016891415838, 40.2834047511997)",G45940,2011-2015,"Trenton, NJ Metro Area",276500,2016-2020,45940,"Trenton-Princeton, NJ Metro Area",290100,13600,G45940,"Trenton-Ewing, NJ Metro Area",-46564.84,673.1100000000006,1247.98,15784.980000000003,-89,26715.989999999998,23055.300000000003
42660,46060,"Seattle-Tacoma-Bellevue, WA Metro Area","Tucson, AZ Metro Area",MOVEDOUT,1740,541,"c(-121.881387433741, 47.5574033466574)","c(-111.789945456768, 32.0973814886838)",G46060,2011-2015,"Tucson, AZ Metro Area",159900,2016-2020,46060,"Tucson, AZ Metro Area",199400,39500,G46060,"Tucson, AZ Metro Area",-95367,5282,1988,5636,605,7024,138006
42660,46140,"Seattle-Tacoma-Bellevue, WA Metro Area","Tulsa, OK Metro Area",MOVEDOUT,172,87,"c(-121.881387433741, 47.5574033466574)","c(-96.1662596443598, 36.2504292674787)",G46140,2011-2015,"Tulsa, OK Metro Area",131400,2016-2020,46140,"Tulsa, OK Metro Area",155000,23600,G46140,"Tulsa, OK Metro Area",-42234.16000000003,1531,5274.789999999994,12348.41,713,15915,84309.18
42660,46220,"Seattle-Tacoma-Bellevue, WA Metro Area","Tuscaloosa, AL Metro Area",MOVEDOUT,18,23,"c(-121.881387433741, 47.5574033466574)","c(-87.6560110567016, 33.0525829232296)",G46220,2011-2015,"Tuscaloosa, AL Metro Area",146000,2016-2020,46220,"Tuscaloosa, AL Metro Area",165800,19800,G46220,"Tuscaloosa, AL Metro Area",7037,9389,439,929,1,3348,8947
42660,46300,"Seattle-Tacoma-Bellevue, WA Metro Area","Twin Falls, ID Metro Area",MOVEDOUT,5,10,"c(-121.881387433741, 47.5574033466574)","c(-114.570847657616, 42.4357579488171)",G46300,2011-2015,"Twin Falls, ID Micro Area",145500,2016-2020,46300,"Twin Falls, ID Metro Area",181500,36000,G46300,"Twin Falls, ID Micro Area",2030,701,466,530,139,1918,8895
42660,46340,"Seattle-Tacoma-Bellevue, WA Metro Area","Tyler, TX Metro Area",MOVEDOUT,55,100,"c(-121.881387433741, 47.5574033466574)","c(-95.2691825906234, 32.3750353905621)",G46340,2011-2015,"Tyler, TX Metro Area",130600,2016-2020,46340,"Tyler, TX Metro Area",164200,33600,G46340,"Tyler, TX Metro Area",-2547,964,515,1591,27,4937,18278
42660,46540,"Seattle-Tacoma-Bellevue, WA Metro Area","Utica-Rome, NY Metro Area",MOVEDOUT,23,27,"c(-121.881387433741, 47.5574033466574)","c(-75.1813657665877, 43.3374133268132)",G46540,2011-2015,"Utica-Rome, NY Metro Area",109900,2016-2020,46540,"Utica-Rome, NY Metro Area",127000,17100,G46540,"Utica-Rome, NY Metro Area",-26711,1555,38,4099,48,2722,11116
42660,46660,"Seattle-Tacoma-Bellevue, WA Metro Area","Valdosta, GA Metro Area",MOVEDOUT,139,211,"c(-121.881387433741, 47.5574033466574)","c(-83.2415960747274, 30.8294866477115)",G46660,2011-2015,"Valdosta, GA Metro Area",122900,2016-2020,46660,"Valdosta, GA Metro Area",137300,14400,G46660,"Valdosta, GA Metro Area",-3527,5046,43,353,2,961,5660
42660,46700,"Seattle-Tacoma-Bellevue, WA Metro Area","Vallejo, CA Metro Area",MOVEDOUT,357,233,"c(-121.881387433741, 47.5574033466574)","c(-121.940006897008, 38.266919114572)",G46700,2011-2015,"Vallejo-Fairfield, CA Metro Area",279100,2016-2020,46700,"Vallejo, CA Metro Area",437900,158800,G46700,"Vallejo-Fairfield, CA Metro Area",-35003.97,1386.3099999999977,2175.51,12263.229999999996,596.5699999999997,23530,35086.67999999999
42660,47020,"Seattle-Tacoma-Bellevue, WA Metro Area","Victoria, TX Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-96.980026117906, 28.6208664339496)",G47020,2011-2015,"Victoria, TX Metro Area",119000,2016-2020,47020,"Victoria, TX Metro Area",151700,32700,G47020,"Victoria, TX Metro Area",-22911.979999999996,10,216,712,14,3567,21446
